"major","course","dept","division","course_tier","n_took","n_total_grads","pct_took","typical_semester","earliest_semester","latest_semester","mean_grade"
"ASC","AAM 287","AAM","SocSci","elective","1","6","0.167","7","7","7","4"
"ASC","ART 191","ART","Arts","elective","1","6","0.167","7","7","7","4"
"ASC","ART 213","ART","Arts","elective","1","6","0.167","7","7","7","3.3"
"ASC","ART 291","ART","Arts","elective","1","6","0.167","7","7","7","4"
"ASC","ART 464","ART","Arts","elective","1","6","0.167","7","7","7","2.7"
"ASC","BIO 104","BIO","NatSci","elective","1","6","0.167","7","7","7","3.3"
"ASC","BUS 444","BUS","PreProf","elective","1","6","0.167","7","7","7","4"
"ASC","GS 107","GS","NatSci","elective","1","6","0.167","7","7","7","3.3"
"ASC","POL 335","POL","SocSci","elective","1","6","0.167","7","7","7","3.3"
"ASC","PHY 114","PHY","NatSci","common","4","6","0.667","7.5","6","8","3.925"
"ASC","PHY 114L","PHY","NatSci","common","4","6","0.667","7.5","6","8","NA"
"ASC","OCC 235","OCC","PreProf","elective","2","6","0.333","7.5","7","8","NA"
"ASC","REL 106","REL","Human","elective","2","6","0.333","7.5","7","8","3.2"
"ASC","HIS 246","HIS","SocSci","common","3","6","0.5","8","4","9","3.667"
"ASC","FLM 105","FLM","Arts","elective","2","6","0.333","8","7","9","3.85"
"ASC","REL 196","REL","Human","elective","2","6","0.333","8","8","8","3.15"
"ASC","AAM 107","AAM","SocSci","elective","1","6","0.167","8","8","8","4"
"ASC","IS 464","IS","SocSci","elective","1","6","0.167","8","8","8","NA"
"ASC","MTH 105","MTH","STEM","elective","1","6","0.167","8","8","8","4"
"ASC","POL 398","POL","SocSci","elective","1","6","0.167","8","8","8","3.3"
"ASC","FLM 105L","FLM","Arts","elective","1","6","0.167","9","9","9","NA"
"ASC","HIS 444","HIS","SocSci","elective","1","6","0.167","9","9","9","4"
"ASC","KIN 105","KIN","PreProf","elective","1","6","0.167","9","9","9","3"
"ATH","FS 110","FS","Other","core","10","10","1","1","1","1","3.37"
"ATH","PE 115","PE","Other","core","9","10","0.9","1","1","3","3.489"
"ATH","PSY 115","PSY","SocSci","core","9","10","0.9","1","1","2","3.6"
"ATH","BIO 145","BIO","NatSci","common","4","10","0.4","1","1","7","3"
"ATH","PE 105","PE","Other","elective","3","10","0.3","1","1","2","3.233"
"ATH","BIO 140","BIO","NatSci","elective","2","10","0.2","1","1","1","3.15"
"ATH","CHM 101","CHM","NatSci","rare","1","10","0.1","1","1","1","3.3"
"ATH","CHM 101L","CHM","NatSci","rare","1","10","0.1","1","1","1","NA"
"ATH","CRW 105","CRW","Human","rare","1","10","0.1","1","1","1","3.3"
"ATH","FRE 115","FRE","Human","rare","1","10","0.1","1","1","1","4"
"ATH","GER 115","GER","Other","rare","1","10","0.1","1","1","1","4"
"ATH","HIS 145","HIS","SocSci","rare","1","10","0.1","1","1","1","2.7"
"ATH","MU 055","MU","Arts","rare","1","10","0.1","1","1","1","3.7"
"ATH","MUA 083","MUA","Arts","rare","1","10","0.1","1","1","1","4"
"ATH","SPA 135","SPA","Human","rare","1","10","0.1","1","1","1","4"
"ATH","STA 100","STA","STEM","elective","2","10","0.2","1.5","1","2","3.65"
"ATH","STA 110","STA","STEM","elective","2","10","0.2","1.5","1","2","3.85"
"ATH","AT 100","AT","PreProf","core","10","10","1","2","2","4","3.34"
"ATH","BIO 155","BIO","NatSci","core","10","10","1","2","2","2","2.8"
"ATH","BIO 150","BIO","NatSci","common","5","10","0.5","2","2","2","2.52"
"ATH","PE 201","PE","Other","elective","2","10","0.2","2","2","2","4"
"ATH","ART 151","ART","Arts","rare","1","10","0.1","2","2","2","3.7"
"ATH","CHM 102","CHM","NatSci","rare","1","10","0.1","2","2","2","4"
"ATH","CHM 102L","CHM","NatSci","rare","1","10","0.1","2","2","2","NA"
"ATH","CRW 200","CRW","Human","rare","1","10","0.1","2","2","2","4"
"ATH","EDU 205","EDU","PreProf","rare","1","10","0.1","2","2","2","3"
"ATH","GS 107","GS","NatSci","rare","1","10","0.1","2","2","2","4"
"ATH","HIS 155","HIS","SocSci","rare","1","10","0.1","2","2","2","3"
"ATH","HON 205","HON","Other","rare","1","10","0.1","2","2","2","3.7"
"ATH","PSY 305","PSY","SocSci","rare","1","10","0.1","2","2","2","4"
"ATH","REL 048","REL","Human","rare","1","10","0.1","2","2","2","2.3"
"ATH","RHE 137","RHE","Human","rare","1","10","0.1","2","2","2","2.7"
"ATH","SCJ 101","SCJ","SocSci","rare","1","10","0.1","2","2","2","3.7"
"ATH","AT 220","AT","PreProf","core","10","10","1","3","3","5","3.217"
"ATH","AT 225","AT","PreProf","core","10","10","1","3","3","5","3.2"
"ATH","BIO 215","BIO","NatSci","core","10","10","1","3","3","3","2.54"
"ATH","SOC 107","SOC","SocSci","core","9","10","0.9","3","1","6","3.111"
"ATH","AT 201","AT","PreProf","core","8","10","0.8","3","3","5","3.85"
"ATH","AT 202","AT","PreProf","core","8","10","0.8","3","3","5","3.743"
"ATH","BIO 215L","BIO","NatSci","common","6","10","0.6","3","3","3","3.55"
"ATH","REL 196","REL","Human","common","5","10","0.5","3","3","8","3.54"
"ATH","BIO 210","BIO","NatSci","common","4","10","0.4","3","3","3","2.85"
"ATH","MTH 135","MTH","STEM","elective","2","10","0.2","3","2","4","3.5"
"ATH","SPA 215","SPA","Human","elective","2","10","0.2","3","3","3","4"
"ATH","AAM 107","AAM","SocSci","rare","1","10","0.1","3","3","3","3"
"ATH","ARH 107","ARH","Arts","rare","1","10","0.1","3","3","3","2.7"
"ATH","CRW 355","CRW","Human","rare","1","10","0.1","3","3","3","3"
"ATH","GS 387","GS","NatSci","rare","1","10","0.1","3","3","3","4"
"ATH","PE 215","PE","Other","rare","1","10","0.1","3","3","3","3"
"ATH","PE 225","PE","Other","rare","1","10","0.1","3","3","3","3.3"
"ATH","PSY 200","PSY","SocSci","rare","1","10","0.1","3","3","3","4"
"ATH","RHE 312","RHE","Human","rare","1","10","0.1","3","3","3","4"
"ATH","AT 230","AT","PreProf","core","10","10","1","4","4","6","NA"
"ATH","AT 235","AT","PreProf","core","10","10","1","4","4","6","3.04"
"ATH","AT 203","AT","PreProf","core","8","10","0.8","4","4","6","3.575"
"ATH","AT 204","AT","PreProf","core","8","10","0.8","4","4","6","3.425"
"ATH","BIO 225","BIO","NatSci","common","6","10","0.6","4","4","4","3"
"ATH","KIN 495","KIN","PreProf","common","6","10","0.6","4","4","4","3.5"
"ATH","PSY 235","PSY","SocSci","common","5","10","0.5","4","2","6","3.74"
"ATH","BIO 375","BIO","NatSci","common","4","10","0.4","4","4","6","2.425"
"ATH","BIO 375L","BIO","NatSci","common","4","10","0.4","4","4","6","4"
"ATH","PE 495","PE","Other","common","4","10","0.4","4","4","4","3.775"
"ATH","THE 100","THE","Arts","common","4","10","0.4","4","2","6","3.75"
"ATH","HIS 125","HIS","SocSci","elective","2","10","0.2","4","2","6","3.85"
"ATH","HIS 318","HIS","SocSci","elective","2","10","0.2","4","3","5","3.35"
"ATH","MU 165","MU","Arts","elective","2","10","0.2","4","4","4","4"
"ATH","ARH 108","ARH","Arts","rare","1","10","0.1","4","4","4","2.3"
"ATH","MU 100","MU","Arts","rare","1","10","0.1","4","4","4","NA"
"ATH","PE 050","PE","Other","rare","1","10","0.1","4","4","4","4"
"ATH","PE 060","PE","Other","rare","1","10","0.1","4","4","4","4"
"ATH","PSY 250","PSY","SocSci","rare","1","10","0.1","4","4","4","4"
"ATH","REL 116","REL","Human","rare","1","10","0.1","4","4","4","4"
"ATH","AT 375","AT","PreProf","core","10","10","1","5","5","7","3.39"
"ATH","AT 390","AT","PreProf","core","10","10","1","5","5","7","NA"
"ATH","AT 395","AT","PreProf","core","10","10","1","5","5","7","3.1"
"ATH","KIN 385","KIN","PreProf","core","10","10","1","5","5","7","3.7"
"ATH","AT 302","AT","PreProf","core","8","10","0.8","5","5","5","3.85"
"ATH","AT 301","AT","PreProf","core","7","10","0.7","5","5","5","3.6"
"ATH","CHM 121","CHM","NatSci","common","4","10","0.4","5","4","6","2.9"
"ATH","CHM 121L","CHM","NatSci","common","4","10","0.4","5","4","6","NA"
"ATH","ARH 128","ARH","Arts","elective","2","10","0.2","5","3","7","2.65"
"ATH","HIS 115","HIS","SocSci","elective","2","10","0.2","5","3","7","2.65"
"ATH","ANT 286","ANT","SocSci","rare","1","10","0.1","5","5","5","1"
"ATH","COM 125","COM","SocSci","rare","1","10","0.1","5","5","5","3.7"
"ATH","KIN 115","KIN","PreProf","rare","1","10","0.1","5","5","5","2.7"
"ATH","PHY 165","PHY","NatSci","rare","1","10","0.1","5","5","5","3"
"ATH","PHY 165L","PHY","NatSci","rare","1","10","0.1","5","5","5","4"
"ATH","PHY 185","PHY","NatSci","rare","1","10","0.1","5","5","5","3.3"
"ATH","PHY 185L","PHY","NatSci","rare","1","10","0.1","5","5","5","NA"
"ATH","PSY 315","PSY","SocSci","rare","1","10","0.1","5","5","5","4"
"ATH","ANT 116","ANT","SocSci","elective","2","10","0.2","5.5","5","6","3.65"
"ATH","AT 385","AT","PreProf","core","10","10","1","6","6","8","3.19"
"ATH","AT 303","AT","PreProf","core","7","10","0.7","6","6","6","3.871"
"ATH","AT 304","AT","PreProf","common","5","10","0.5","6","6","6","4"
"ATH","CHM 122","CHM","NatSci","elective","2","10","0.2","6","6","6","3"
"ATH","CHM 122L","CHM","NatSci","elective","2","10","0.2","6","6","6","NA"
"ATH","KIN 100","KIN","PreProf","elective","2","10","0.2","6","5","7","4"
"ATH","PSY 205","PSY","SocSci","elective","2","10","0.2","6","5","7","3.35"
"ATH","FRE 125","FRE","Human","rare","1","10","0.1","6","6","6","3.3"
"ATH","PHL 128","PHL","Human","rare","1","10","0.1","6","6","6","NA"
"ATH","PHY 175","PHY","NatSci","rare","1","10","0.1","6","6","6","3"
"ATH","PHY 175L","PHY","NatSci","rare","1","10","0.1","6","6","6","NA"
"ATH","PHY 195","PHY","NatSci","rare","1","10","0.1","6","6","6","3.3"
"ATH","PHY 195L","PHY","NatSci","rare","1","10","0.1","6","6","6","NA"
"ATH","PSY 300","PSY","SocSci","rare","1","10","0.1","6","6","6","4"
"ATH","PSY 325","PSY","SocSci","rare","1","10","0.1","6","6","6","4"
"ATH","REL 115","REL","Human","rare","1","10","0.1","6","6","6","2.7"
"ATH","EDU 117","EDU","PreProf","elective","2","10","0.2","6.5","5","8","3.85"
"ATH","AT 401","AT","PreProf","core","10","10","1","7","7","7","3.88"
"ATH","AT 425","AT","PreProf","core","10","10","1","7","7","7","3.46"
"ATH","KIN 442","KIN","PreProf","core","10","10","1","7","7","7","3.63"
"ATH","AT 402","AT","PreProf","core","9","10","0.9","7","7","7","3.967"
"ATH","KIN 405","KIN","PreProf","common","6","10","0.6","7","6","8","3.217"
"ATH","KIN 105","KIN","PreProf","common","5","10","0.5","7","6","8","3.42"
"ATH","KIN 102","KIN","PreProf","common","4","10","0.4","7","7","7","4"
"ATH","REL 106","REL","Human","elective","2","10","0.2","7","7","7","3.15"
"ATH","BIO 145L","BIO","NatSci","rare","1","10","0.1","7","7","7","3"
"ATH","CRW 280","CRW","Human","rare","1","10","0.1","7","7","7","4"
"ATH","KIN 215","KIN","PreProf","rare","1","10","0.1","7","7","7","4"
"ATH","OCC 111","OCC","PreProf","rare","1","10","0.1","7","7","7","4"
"ATH","PSY 490","PSY","SocSci","rare","1","10","0.1","7","7","7","4"
"ATH","PSY 490L","PSY","SocSci","rare","1","10","0.1","7","7","7","4"
"ATH","RHE 146","RHE","Human","rare","1","10","0.1","7","7","7","4"
"ATH","SMT 100","SMT","STEM","rare","1","10","0.1","7","7","7","4"
"ATH","KIN 201","KIN","PreProf","common","4","10","0.4","7.5","6","8","4"
"ATH","AT 403","AT","PreProf","core","9","10","0.9","8","8","8","3.756"
"ATH","AT 404","AT","PreProf","core","9","10","0.9","8","8","8","4"
"ATH","KIN 104","KIN","PreProf","core","7","10","0.7","8","6","8","3.771"
"ATH","KIN 365","KIN","PreProf","core","7","10","0.7","8","6","8","3.329"
"ATH","KIN 135","KIN","PreProf","common","6","10","0.6","8","6","8","3.667"
"ATH","KIN 185","KIN","PreProf","common","6","10","0.6","8","8","8","4"
"ATH","KIN 103","KIN","PreProf","common","4","10","0.4","8","6","8","3.75"
"ATH","PHL 165","PHL","Human","elective","3","10","0.3","8","6","8","3.667"
"ATH","KIN 347","KIN","PreProf","elective","2","10","0.2","8","8","8","2.85"
"ATH","SKD 130","SKD","Other","elective","2","10","0.2","8","8","8","4"
"ATH","COM 237","COM","SocSci","rare","1","10","0.1","8","8","8","4"
"ATH","CRW 380","CRW","Human","rare","1","10","0.1","8","8","8","4"
"ATH","POL 108","POL","SocSci","rare","1","10","0.1","8","8","8","NA"
"ATH","PSY 415","PSY","SocSci","rare","1","10","0.1","8","8","8","3.3"
"ATH","PSY 455","PSY","SocSci","rare","1","10","0.1","8","8","8","NA"
"BIO","BIO 145","BIO","NatSci","core","179","195","0.918","1","1","5","3.073"
"BIO","FS 110","FS","Other","core","163","195","0.836","1","1","2","3.591"
"BIO","BIO 145L","BIO","NatSci","common","119","195","0.61","1","1","5","3.352"
"BIO","BIO 140","BIO","NatSci","elective","63","195","0.323","1","1","3","3.431"
"BIO","SPA 315","SPA","Human","elective","31","195","0.159","1","1","5","3.663"
"BIO","RHE 312","RHE","Human","rare","14","195","0.072","1","1","3","3.721"
"BIO","MUA 104","MUA","Arts","rare","13","195","0.067","1","1","3","3.954"
"BIO","MUA 103","MUA","Arts","rare","11","195","0.056","1","1","7","3.973"
"BIO","CRW 115","CRW","Human","rare","9","195","0.046","1","1","4","3.967"
"BIO","MTH 255","MTH","STEM","rare","7","195","0.036","1","1","3","1.957"
"BIO","CFP 104","CFP","PreProf","rare","5","195","0.026","1","1","3","NA"
"BIO","MUA 003","MUA","Arts","rare","5","195","0.026","1","1","1","4"
"BIO","MUA 083","MUA","Arts","rare","5","195","0.026","1","1","1","4"
"BIO","NUR 100","NUR","PreProf","rare","5","195","0.026","1","1","1","NA"
"BIO","ART 155","ART","Arts","rare","4","195","0.021","1","1","3","3.275"
"BIO","MUA 105","MUA","Arts","rare","4","195","0.021","1","1","6","4"
"BIO","PE 115","PE","Other","rare","4","195","0.021","1","1","4","3.85"
"BIO","CFP 100","CFP","PreProf","rare","3","195","0.015","1","1","1","NA"
"BIO","ENG 105","ENG","Human","rare","3","195","0.015","1","1","5","3.233"
"BIO","TRF 001","TRF","Other","rare","3","195","0.015","1","1","4","NA"
"BIO","TRF 002","TRF","Other","rare","3","195","0.015","1","1","4","NA"
"BIO","TRF 003","TRF","Other","rare","3","195","0.015","1","1","4","NA"
"BIO","CRW 105","CRW","Human","rare","2","195","0.01","1","1","1","4"
"BIO","ECO 205","ECO","SocSci","rare","2","195","0.01","1","1","1","3.7"
"BIO","MU 065","MU","Arts","rare","2","195","0.01","1","1","1","3.35"
"BIO","MUA 023","MUA","Arts","rare","2","195","0.01","1","1","1","4"
"BIO","MUA 112","MUA","Arts","rare","2","195","0.01","1","1","1","4"
"BIO","MUA 311","MUA","Arts","rare","2","195","0.01","1","1","1","4"
"BIO","ART 065","ART","Arts","rare","1","195","0.005","1","1","1","4"
"BIO","COM 312","COM","SocSci","rare","1","195","0.005","1","1","1","3.7"
"BIO","ENG 201","ENG","Human","rare","1","195","0.005","1","1","1","3.7"
"BIO","FRE 215","FRE","Human","rare","1","195","0.005","1","1","1","4"
"BIO","GER 115","GER","Other","rare","1","195","0.005","1","1","1","4"
"BIO","GER 485","GER","Other","rare","1","195","0.005","1","1","1","2"
"BIO","JPN 215","JPN","Human","rare","1","195","0.005","1","1","1","3.7"
"BIO","MUA 111S","MUA","Arts","rare","1","195","0.005","1","1","1","NA"
"BIO","MUA 121S","MUA","Arts","rare","1","195","0.005","1","1","1","4"
"BIO","MUA 431","MUA","Arts","rare","1","195","0.005","1","1","1","4"
"BIO","MUA 451","MUA","Arts","rare","1","195","0.005","1","1","1","4"
"BIO","TRF 004","TRF","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF 005","TRF","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF 006","TRF","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF 007","TRF","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF 008","TRF","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF 009","TRF","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF 010","TRF","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF001 NA","TRF001","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF002 NA","TRF002","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF003 NA","TRF003","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF004 NA","TRF004","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","TRF005 NA","TRF005","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","WKS 221C","WKS","Other","rare","1","195","0.005","1","1","1","NA"
"BIO","ARH 208","ARH","Arts","rare","2","195","0.01","1.5","1","2","3.35"
"BIO","BUS 205","BUS","PreProf","rare","2","195","0.01","1.5","1","2","2.35"
"BIO","MU 055","MU","Arts","rare","2","195","0.01","1.5","1","2","3.3"
"BIO","REL 036","REL","Human","rare","2","195","0.01","1.5","1","2","3.3"
"BIO","SMT 100","SMT","STEM","rare","2","195","0.01","1.5","1","2","3.85"
"BIO","SPA 135","SPA","Human","rare","2","195","0.01","1.5","1","2","4"
"BIO","BIO 155","BIO","NatSci","core","184","195","0.944","2","1","4","3.393"
"BIO","CHM 121","CHM","NatSci","common","128","195","0.656","2","1","7","3.084"
"BIO","CHM 121L","CHM","NatSci","common","128","195","0.656","2","1","7","NA"
"BIO","BIO 155L","BIO","NatSci","common","127","195","0.651","2","1","6","3.354"
"BIO","PSY 100","PSY","SocSci","common","101","195","0.518","2","1","5","3.393"
"BIO","BIO 150","BIO","NatSci","elective","59","195","0.303","2","2","4","3.444"
"BIO","CHM 101","CHM","NatSci","elective","55","195","0.282","2","1","4","3.33"
"BIO","CHM 101L","CHM","NatSci","elective","55","195","0.282","2","1","4","0"
"BIO","PSY 115","PSY","SocSci","elective","39","195","0.2","2","1","4","3.523"
"BIO","PSY 225","PSY","SocSci","elective","30","195","0.154","2","1","4","3.57"
"BIO","SPA 325","SPA","Human","rare","22","195","0.113","2","2","8","3.736"
"BIO","COM 125","COM","SocSci","rare","21","195","0.108","2","1","8","3.495"
"BIO","MTH 145","MTH","STEM","rare","19","195","0.097","2","1","6","3.038"
"BIO","SPA 225","SPA","Human","rare","18","195","0.092","2","1","6","3.361"
"BIO","PHL 128","PHL","Human","rare","16","195","0.082","2","1","9","3.288"
"BIO","HON 205","HON","Other","rare","13","195","0.067","2","2","2","3.846"
"BIO","HIS 155","HIS","SocSci","rare","12","195","0.062","2","2","6","3.367"
"BIO","FRE 315","FRE","Human","rare","11","195","0.056","2","1","8","3.76"
"BIO","PE 105","PE","Other","rare","10","195","0.051","2","1","4","3.68"
"BIO","HIS 125","HIS","SocSci","rare","9","195","0.046","2","2","9","3.114"
"BIO","ACC 171","ACC","PreProf","rare","7","195","0.036","2","1","7","3.283"
"BIO","CS 125","CS","STEM","rare","7","195","0.036","2","1","6","3.067"
"BIO","OCC 111","OCC","PreProf","rare","7","195","0.036","2","1","5","3.529"
"BIO","POL 115","POL","SocSci","rare","7","195","0.036","2","1","6","3.05"
"BIO","SPA 466","SPA","Human","rare","7","195","0.036","2","2","4","3.957"
"BIO","ENG 137","ENG","Human","rare","5","195","0.026","2","1","7","4"
"BIO","REL 103","REL","Human","rare","5","195","0.026","2","2","5","3.175"
"BIO","REL 178","REL","Human","rare","5","195","0.026","2","1","7","3.233"
"BIO","CFP 205","CFP","PreProf","rare","4","195","0.021","2","2","4","4"
"BIO","FRE 235","FRE","Human","rare","4","195","0.021","2","1","7","3.9"
"BIO","PE 125","PE","Other","rare","4","195","0.021","2","1","3","3.675"
"BIO","PHL 205","PHL","Human","rare","4","195","0.021","2","2","6","3"
"BIO","ART 151","ART","Arts","rare","3","195","0.015","2","2","5","3.7"
"BIO","EDU 257","EDU","PreProf","rare","3","195","0.015","2","2","4","3.8"
"BIO","PE 050","PE","Other","rare","3","195","0.015","2","2","4","4"
"BIO","RHE 137","RHE","Human","rare","3","195","0.015","2","2","5","3.85"
"BIO","ARH 108","ARH","Arts","rare","2","195","0.01","2","1","3","3.85"
"BIO","EDU 205","EDU","PreProf","rare","2","195","0.01","2","1","3","3.85"
"BIO","ENG 116","ENG","Human","rare","2","195","0.01","2","1","3","3.35"
"BIO","FRE 225","FRE","Human","rare","2","195","0.01","2","2","2","4"
"BIO","FRE 335","FRE","Human","rare","2","195","0.01","2","2","2","4"
"BIO","MU 151","MU","Arts","rare","2","195","0.01","2","1","3","3.35"
"BIO","PHY 210","PHY","NatSci","rare","2","195","0.01","2","1","3","NA"
"BIO","PHY 215","PHY","NatSci","rare","2","195","0.01","2","1","3","3.5"
"BIO","AAM 227","AAM","SocSci","rare","1","195","0.005","2","2","2","4"
"BIO","ANT 225","ANT","SocSci","rare","1","195","0.005","2","2","2","3.7"
"BIO","ART 135","ART","Arts","rare","1","195","0.005","2","2","2","3.3"
"BIO","AT 100","AT","PreProf","rare","1","195","0.005","2","2","2","4"
"BIO","BIO 195","BIO","NatSci","rare","1","195","0.005","2","2","2","4"
"BIO","BIO 370","BIO","NatSci","rare","1","195","0.005","2","2","2","4"
"BIO","CHM 021","CHM","NatSci","rare","1","195","0.005","2","2","2","3"
"BIO","CHM 021L","CHM","NatSci","rare","1","195","0.005","2","2","2","NA"
"BIO","CLA 255","CLA","Human","rare","1","195","0.005","2","2","2","4"
"BIO","COM 341","COM","SocSci","rare","1","195","0.005","2","2","2","4"
"BIO","CRW 111","CRW","Human","rare","1","195","0.005","2","2","2","NA"
"BIO","DAN 111","DAN","Arts","rare","1","195","0.005","2","2","2","4"
"BIO","DAN 112","DAN","Arts","rare","1","195","0.005","2","2","2","4"
"BIO","DAN 142","DAN","Arts","rare","1","195","0.005","2","2","2","4"
"BIO","ENG 128","ENG","Human","rare","1","195","0.005","2","2","2","3.3"
"BIO","ENG 281","ENG","Human","rare","1","195","0.005","2","2","2","4"
"BIO","GER 125","GER","Other","rare","1","195","0.005","2","2","2","3.3"
"BIO","HIS 247","HIS","SocSci","rare","1","195","0.005","2","2","2","3.3"
"BIO","HIS 275","HIS","SocSci","rare","1","195","0.005","2","2","2","2"
"BIO","JPN 225","JPN","Human","rare","1","195","0.005","2","2","2","3.7"
"BIO","PE 135","PE","Other","rare","1","195","0.005","2","2","2","4"
"BIO","PE 347","PE","Other","rare","1","195","0.005","2","2","2","4"
"BIO","PHY 155","PHY","NatSci","rare","1","195","0.005","2","2","2","3.3"
"BIO","PHY 155L","PHY","NatSci","rare","1","195","0.005","2","2","2","NA"
"BIO","POL 196","POL","SocSci","rare","1","195","0.005","2","2","2","3.7"
"BIO","PSY 305","PSY","SocSci","rare","1","195","0.005","2","2","2","2.3"
"BIO","RHE 105","RHE","Human","rare","1","195","0.005","2","2","2","4"
"BIO","RHE 284","RHE","Human","rare","1","195","0.005","2","2","2","4"
"BIO","SOC 238","SOC","SocSci","rare","1","195","0.005","2","2","2","3.7"
"BIO","SPA 304","SPA","Human","rare","1","195","0.005","2","2","2","4"
"BIO","THE 102","THE","Arts","rare","1","195","0.005","2","2","2","3"
"BIO","THE 185","THE","Arts","rare","1","195","0.005","2","2","2","4"
"BIO","THE 290","THE","Arts","rare","1","195","0.005","2","2","2","4"
"BIO","ENG 101","ENG","Human","rare","12","195","0.062","2.5","1","8","3.658"
"BIO","EDU 387","EDU","PreProf","rare","4","195","0.021","2.5","1","4","3.85"
"BIO","CRW 290","CRW","Human","rare","2","195","0.01","2.5","2","3","3.35"
"BIO","ENG 112","ENG","Human","rare","2","195","0.01","2.5","1","4","3.7"
"BIO","REL 015","REL","Human","rare","2","195","0.01","2.5","1","4","2.35"
"BIO","BIO 205","BIO","NatSci","core","193","195","0.99","3","1","9","3.113"
"BIO","BIO 205L","BIO","NatSci","core","158","195","0.81","3","1","9","3.294"
"BIO","CHM 122","CHM","NatSci","core","144","195","0.738","3","1","8","2.769"
"BIO","CHM 122L","CHM","NatSci","core","144","195","0.738","3","1","8","NA"
"BIO","SOC 107","SOC","SocSci","common","133","195","0.682","3","1","9","3.509"
"BIO","MTH 135","MTH","STEM","common","88","195","0.451","3","1","8","3.264"
"BIO","CHM 102","CHM","NatSci","elective","41","195","0.21","3","1","4","2.939"
"BIO","CHM 102L","CHM","NatSci","elective","41","195","0.21","3","1","4","0"
"BIO","BIO 200","BIO","NatSci","elective","35","195","0.179","3","1","3","3.171"
"BIO","THE 100","THE","Arts","rare","29","195","0.149","3","2","8","3.934"
"BIO","POL 108","POL","SocSci","rare","28","195","0.144","3","1","8","3.308"
"BIO","KIN 115","KIN","PreProf","rare","27","195","0.138","3","1","8","3.881"
"BIO","CLA 155","CLA","Human","rare","23","195","0.118","3","1","8","3.714"
"BIO","SPA 339","SPA","Human","rare","23","195","0.118","3","3","8","3.652"
"BIO","GS 107","GS","NatSci","rare","20","195","0.103","3","1","8","3.826"
"BIO","SPA 215","SPA","Human","rare","20","195","0.103","3","1","7","3.668"
"BIO","HIS 145","HIS","SocSci","rare","18","195","0.092","3","1","5","3.188"
"BIO","EDU 117","EDU","PreProf","rare","13","195","0.067","3","1","7","3.723"
"BIO","MU 100","MU","Arts","rare","12","195","0.062","3","1","8","3.975"
"BIO","ANT 109","ANT","SocSci","rare","11","195","0.056","3","1","7","3.427"
"BIO","KIN 201","KIN","PreProf","rare","11","195","0.056","3","2","8","3.918"
"BIO","MUA 100","MUA","Arts","rare","9","195","0.046","3","1","8","4"
"BIO","PHL 115","PHL","Human","rare","9","195","0.046","3","1","7","3.178"
"BIO","RHE 146","RHE","Human","rare","9","195","0.046","3","1","5","3.856"
"BIO","SCJ 101","SCJ","SocSci","rare","9","195","0.046","3","1","7","3.489"
"BIO","HIS 115","HIS","SocSci","rare","8","195","0.041","3","1","7","3.05"
"BIO","SPA 345","SPA","Human","rare","8","195","0.041","3","1","7","3.163"
"BIO","FRE 115","FRE","Human","rare","7","195","0.036","3","1","7","3.857"
"BIO","SPA 115","SPA","Human","rare","7","195","0.036","3","1","7","3.383"
"BIO","MTH 215","MTH","STEM","rare","6","195","0.031","3","2","6","3.1"
"BIO","SPA 125","SPA","Human","rare","6","195","0.031","3","2","8","2.933"
"BIO","ASC 176","ASC","SocSci","rare","5","195","0.026","3","3","7","3.5"
"BIO","ASC 186","ASC","SocSci","rare","4","195","0.021","3","1","8","3.25"
"BIO","FRE 125","FRE","Human","rare","4","195","0.021","3","2","6","3.75"
"BIO","PE 060","PE","Other","rare","4","195","0.021","3","2","4","4"
"BIO","PHY 110","PHY","NatSci","rare","4","195","0.021","3","3","3","NA"
"BIO","PHY 115","PHY","NatSci","rare","4","195","0.021","3","3","3","3.4"
"BIO","AAM 107","AAM","SocSci","rare","3","195","0.015","3","1","4","3.9"
"BIO","ANT 286","ANT","SocSci","rare","3","195","0.015","3","2","3","3.5"
"BIO","CFP 301","CFP","PreProf","rare","3","195","0.015","3","3","3","4"
"BIO","COM 161","COM","SocSci","rare","3","195","0.015","3","1","4","4"
"BIO","CRW 280","CRW","Human","rare","3","195","0.015","3","2","5","3.767"
"BIO","HIS 246","HIS","SocSci","rare","3","195","0.015","3","3","7","3.9"
"BIO","HIS 318","HIS","SocSci","rare","3","195","0.015","3","2","4","3.333"
"BIO","MUA 110","MUA","Arts","rare","3","195","0.015","3","3","7","4"
"BIO","PE 010","PE","Other","rare","3","195","0.015","3","3","3","4"
